,label,strang_fact,text
52,0.0,,ОАО &amp;quot;Мобильные ТелеСистемы&amp;quot; сообщает о запуске в коммерческую эксплуатацию первой сети 4G в Тюменской области. Услуги мобильной п
53,-1.0,,Незаконная задолженность МТС - минус 9 миллионов! #minsk #ТвиттерСила
54,1.0,,«МегаФон» в Вологодской области: полгода на скоростях 4G+
55,-1.0,,"RT @EvaKobb: МТС Россия прислала жителям Херсонщины сообщения, в которых обозвала украинцев фашистами? http://t.co/a0cGv7RIaj"
56,1.0,,«МТС Урал» отмечает рост продаж мобильных устройств с поддержкой 4G
57,0.0,,"У группы есть ""голодный телефон"". Деньги, которые вы положите на этот номер: 8-965-925-0920 (Билайн), буд.. http://t.co/l64WsbRhb9"
58,0.0,,http://t.co/RrwH81dENe Сотовый оператор МТС ввел функцию звонков из международного роуминга в Россию за счет вызываемого або
59,0.0,,10 июля 2014 года вещание телеканала CTC Love стартовало в цифровой кабельной сети «Билайн».
60,-1.0,,"RT @OliverLoveFrank: ЕСЛИ МОБ.ИНЕТ ОПЯТЬ НЕ ЗАРАБОТАЕТ - Я СОЖГУ ВО СЛАВУ САТАНЕ ВСЕ ЗДАНИЯ МТС
ТВАРЬ ЗАХАРИЛИ УЖЕ ЛИШАТЬ МЕНЯ ИНЕТА
Я ВАС …"
61,0.0,,мтс банк ростовский филиал руководство http://t.co/Ksi2QXrhr9 #ростовский #банк
62,1.0,,RT @MartinHayes13: Компания МТС после слогана «Ты лучше!» придумала ещё 2: «У тебя больше!» и «Ты чаще!»
63,1.0,,"@parfenov1960 Мегафон, потому что самый крутой мобильный интернет."
64,,label is None,"При этом выходишь на улицу и @megafonru снова летает! В метро показывает hspa+, а интернет не грузит вообще"
65,0.0,,RT @JulikaAttaway: Драйвера на модем билайна http://t.co/nU25P1XOve
66,0.0,,"@barskykd Константин, мы понимаем Вас.Но для того,что бы Вы могли пользоваться всеми возможностями нашей компании,пож-та,обратитесь=&gt;#билайн"
67,-1.0,,"Интересно. Интернет от МТС, бывший Стрим, вообще в курсе, что он высокоскоростной?! Скорость имеет, к тому же, волновую природу."
68,0.0,,код ошибки 4 билайн http://t.co/NePXo4S0YO
69,1.0,,МТС лучший
70,0.0,,«Ростелеком» подсчитал ущерб от наводнения на Алтае
71,0.0,,e367 мегафон http://t.co/RRVUL0typI прошивка
72,0.0,,"@megafonru @VolkowaH Уточните, пожалуйста в ЛС Ваш номер,  ФИО абонента и Ваше точное местоположение город,улицу и номер дома.Проверим."
73,0.0,,"RT @krasnok18629570: ФАС РФ на заседании в понедельник, 30 июня, приняло сторону компании МТС в споре вокруг контракта на обслуживание Сове…"
74,0.0,,прошивка модема e160g билайн http://t.co/jlfEHHqmbY
75,-1.0,,"Кста я лошок, вчера билайн вырубил инет на самом интересном месте"
76,0.0,,Tele2 подводит итоги четырех лет работы в Вологодской области
77,0.0,,"@Olegt0rr @MegaFonHelp уточните, на каких именно ветках/на каких станциях наблюдались сложности с недоступностью мобильного интернет?"
78,1.0,,"омг, появился сигнал #LTE на работе! #билайн"
79,0.0,,"Абоненты МТС могут говорить за счет собеседника, находясь в роуминге"
80,0.0,,С 7 по 14 июня 2014 года МТС будет ежедневно проводить розыгрыш билетов на Фестиваль «Воздух»
81,-1.0,,что-то опять не работает автоплатеж в мегафон :-(
82,0.0,,«Мегафон» приобрел еще 25% акций компании «Евросеть» за 657 млн долларов
83,0.0,a few labels,«Вымпелком» вслед за МТС снижает стоимость роуминга в Крыму
84,-1.0,,"Как и ожидалось, никакой @MegaFonUralhelp со скоростью помогать даже и не собирался. Лишь бы абонент отстал... http://t.co/hulmUH1CRF"
85,0.0,a few labels,"Как отправить маячок с мтс, теле2, мегафона, билайна, ростелеком - KakChtoPochemu.ru http://t.co/hMbDp9ahJg"
86,-1.0,a few labels,"Вот и МТС запустил LTE в Саратове... Билайн, ау?"
87,0.0,,«Ростелеком» поддержал проведение соревнований по пляжному футболу «Анапа OPEN»
88,-1.0,,RT @t_felg: Предлагаю Билайну сгореть в аду
89,-1.0,,@Wild_Ma13 вся семья на билайне...так бы поменял:)
90,0.0,,пошаговая инструкция как связаться с оператором мегафон http://t.co/yR5dBnEjeL #как #мегафон
91,,label is None,Столько МТС здесь еще не было (@ Центральный парк культуры и отдыха) http://t.co/bnODxS5F7u http://t.co/WtH0CawegJ
92,1.0,,Два повода подключить скоростной интернет от «Ростелекома» летом #R
93,-1.0,,"#минивэн NoahVoxy. Двигатель • Re: Перегрев двигателя 1AZ-FSE?: megafon_35, на алиэкспрес наши... http://t.co/quArnN3gW4 #автозапчасти"
94,0.0,,Система видеонаблюдения «Ростелекома» успешно отработала в дополнительный период ЕГЭ
95,-1.0,,"@zinda96 Добрый день!Очень жаль, что у Вас возникло такое желание.Скажите, пож-та,цены на какие тарифы или услуги Вам не подходят? #билайн"
96,0.0,,МТС включила 4G в Саратовской области http://t.co/DHzBXP6K7q
97,0.0,,почему людям нравмтся майнкрафт http://t.co/HUllVIREeI
98,-1.0,,"RT @lexandrGurkin: @rus_fas @nicko664 @Grajdansky @megafonru оператор и спамер продолжают рассылки спама, наплевав на ФАС https://t.co/Ajr5…"
99,0.0,,"""Мегафон"" не получил крупный контракт на обслуживание Пенсионного фонда: ПФР при выборе победителя учитывал среди… #Афоризмы"
100,-1.0,,"@the22ofJuly зайдешь. У меня билайн, так что ты только потратишь деньги, много"
101,0.0,,«Ростелеком» принял участие в учительском проекте
102,1.0,,Более 19 тысяч клиентов оценили на «пятерку» качество обслуживания в салонах «МегаФона» в Бурятии http://t.co/eKMJD6Lvcp
103,0.0,,"В альбоме появились фотки с визита блогеров и журналистов в Билайн, на Взлетную 3 в Красноярске! Смотрим, радуе.. http://t.co/5LK6BekxbK"
104,0.0,,"@Malawyn, уточните, пожалуйста, переносимый номер и контактный номер. Спасибо! ^ДП #МТС"
105,-1.0,a few labels,"Короче, вчера до Мегафона я так и не доехал. Зато поузнавал у пользователей МТС..у них LTE работает"
106,0.0,,НКРСИ выделила «МТС Украина» короткий номер
107,-1.0,,«Мегафон» повысил стоимость интернет-роуминга в Европе в 2 раза
108,0.0,,"@slavyanka_river, о всех изменениях в тарифах или услугах, публикуется информация на нашем сайте: http://t.co/Gj3HHWeF3l. ^ДП #МТС"
109,0.0,,"Beeline объявляет о назначении Артура Григоряна на должность коммерческого директора Блока мобильной связи, сообщает пресс-служба компании."
110,1.0,,Вчера был фестиваль Билайна в Барнауле. Билайн запускает у нас 4G) Теперь будет все быыстро))
111,-1.0,,Но в салонах Beeline об этом почему-то ещё не знают((
112,0.0,,мтс для keenetic 4g http://t.co/GV8PslMK4f прошивка
113,-1.0,,@ru_mts 24-го получил смс что обращение приняли в работу хотя я жду ответа с 17-го числа - объясните что это означает???????
114,0.0,,Tele2 совместно в вологжанами украсили Парк мира к новогодним праздникам.Неравнодушные вологжане своими силами украсили Парк Мира к новогод
115,-1.0,,@megafonru убивает в людях чувство прекрасного http://t.co/QzXK6LXyh2
116,0.0,,mf 626 билайн звонить http://t.co/0YcybFfkAo прошивка
117,-1.0,,"Бля, че с интернетом, тупой билайн"
118,0.0,,Сотовый оператор МТС ввел функцию звонков из международного роуминга в Россию за счет вызываемого абонента. Об этом «Ленте.ру» сообщили в к
119,0.0,,@abelyalov это был платёж с карты при помощи моб банка СБ. Переслала все в МТС на номер 1911
120,1.0,,Вежливый МТС http://t.co/WxzmcjHct0 #приколы
121,0.0,,"Во время заседания, состоявшегося 24 июля 2014, НКРСИ приняла решение о выделении по заявлению ЗАО &amp;laquo;МТС Украина&amp;raquo; сроком на шест"
122,1.0,,Оператор МТС первым среди российских операторов предоставляет абонентам возможность в роуминге совершать звонки за счет вызываемого абонент
123,0.0,,Экскурсия в ростелекоме
124,0.0,,"Экскурсия от РТК (@ Музей Связи ""Ростелеком"" w"
125,-1.0,,Почему МТС в Дагестане не работает? Кто знает? #RT
126,0.0,,"УрБК, Екатеринбург, 25.07.2014. Компания «МегаФон» фиксирует резкий рост востребованности междугородних звонков у абонентов оператора на Ур"
127,0.0,,В МТС @ новокузнецкая http://t.co/Tgwe9u754A
128,-1.0,,@MegaFonHelp  здравствуйте. В Питере тоже LTE не работает до 25?
129,-1.0,a few labels,"@zen_pc когда интернетчики свалят на билайн, то мегафон станет нормальным) вообще все по кругу меняется"
130,0.0,,#RuFollowBack «Билайн» создает удобное web-пространство для корпоративных клиентов #ЧитаюВзаимно
131,0.0,,«МегаФон» запустил в Новосибирске федеральный центр телемаркетинга
132,0.0,,"«Мегафон» открывает в Новосибирске Федеральный центр телемаркетинга..По оценке компании, новый центр будет производить обслуживание свыше 2"
133,1.0,,Мегафон намерен отключить международный роуминг в Республике Крым
134,1.0,,Вот такую чудную композицию из полевых цветов Вам дарит #мегафон в честь дня рождения компании @MegaFonUral http://t.co/gpWtnGYv20
135,-1.0,,@ru_mts а не противоречит ли это закону о возможности перехода между операторами с сохранением номера?
136,1.0,,"«МегаФон» модернизирует 400 базовых станций в Ростовской области: ""МегаФон"" намерен установить 400 новых маршрутизаторов компании... #железо"
137,1.0,,«МегаФон» модернизирует 400 базовых станций в Ростовской области
138,1.0,,#ЧитаюВзаимно «МегаФон» модернизирует 400 базовых станций в Ростовской области #ВЗАИМНЫЙ
139,1.0,,«МегаФон» модернизирует 400 базовых станций в Ростовской области http://t.co/mLUaPN79O3
140,0.0,a few labels,"RT @nikkiewart: Девушки, записывайте в телефонную книгу своих любовников ""МТС"", ""Билайн"", ""Мегафон"". Не палитесь."
141,1.0,,"МТС: ""Мы приветствуем защиту абонентов от спама"" /  http://t.co/onIMs8EBzj http://t.co/Wf1UO7o6yx"
142,-1.0,,"Мегафон спонсор ""ДОМа-2""...(я меняю симку)"
143,1.0,,"@1ezha, спасибо! Сейчас все должно работать корректно, протестируйте, пожалуйста. ^ДП #МТС"
144,0.0,,прошивка для телефона билайн с100 http://t.co/Zy83m2jWKW
145,-1.0,,"В эпоху появления сотовой связи самый лучший оператор был Билайн, его лозунг ""с нами удобно"" очень хорошо работал, не то, что сейчас."
146,0.0,,RT @stokshina: Приехал послушать про счастье от МТС
147,-1.0,,"@MegaFonUralhelp я предоставил всю необходимую информацию. проблема заключается в медленном интернете, а не на каком этаже я живу."
148,0.0,,RT @Rostelecom_News: А вы поздравили сисадмина с его профессиональным праздником? #деньсисадмина #ростелеком http://t.co/CqAhhNyTyC
149,0.0,,"Так 500 МБ, 3 ГБ или 1 ГБ? #билайн http://t.co/AERDLwuriO"
150,-1.0,,Что происходит с Билайн? Нереально дозвониться!!! Невыносимо!
151,0.0,,вы на каку экскурсию? Мы на мегафон #RT
152,1.0,,"Кто там не мог дозвониться до #МТС а я дозвонилась с первого раза. И там есть в меня ""связаться с специалистом набрав 1"""
153,0.0,,@Ivbera это билайн
154,0.0,,Лидером рейтинга операционных систем стала Android…. В сети Tele2 увеличилась доля смартфонов
155,0.0,a few labels,"Девушки, записывайте в телефонную книгу своих любовников ""МТС"", ""Билайн"", ""Мегафон"". Не палитесь.”"
156,0.0,,«Rostelecom» расширяет сеть продаж и обслуживания клиентов http://t.co/SQ51hmFgB5
157,-1.0,,"@Beeline_RUS Пятницкое шоссе д 18
Молю
Дайте LTE
Огромный ТК, огромная нагрузка
Живём как в каменном веке
Обратите внимание!
Уповаю на вас!"
158,1.0,,"RT @Beeline_RUS: @Asdsaruss Сергей, здравствуйте! Спасибо! Мы рады, что Вам понравилась скорость. Приятного пользования интернетом!  #билайн"
159,0.0,,"@EvgenyGalashin Евгений,nano SIM может быть,как с поддержкой LTE,так без неё.Пож-та, обратитесь в офис с паспортом для замены.=&gt;#билайн"
160,0.0,,"@_IchiRen, готовы провести проверку, отправьте нам на blogs@mts.ru подробности, указав эти данные: http://t.co/ETLqGM3mUP. ^ДП #МТС"
161,0.0,,"RT @wlinccubelqa: «Билайн» приглашает всех поклонников кайтбординга, пляжного отдыха и актуальной музыки на заключительный этап фестиваля B…"
162,0.0,,"Также широко представлена в сети информация, освящающая тарифы Билайн по Москве и прочие разновидности рекламных акций."
163,1.0,,"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о запуске сервиса для поведенческого анализа водителей корпоративных автопарков. Новая услу"
164,0.0,,МТС проследит за поведением водителей корпоративных автомобилей
165,-1.0,,На даче мой Билайн не ловит чет
166,0.0,,"RT @Beeline_RUS: Вопрос! С каких лет ребенок может пользоваться интернетом сам? Например, нашей «Вебландией»  http://t.co/42lIjU13UC http:/…"
167,0.0,,RT @MegaFonUral: Уже завтра мы открываем в Тюмени парк спорта и инноваций «МегаZone».Ждем вас с 12 до 18 на ул. Ленина /Орджоникидзе:) http…
168,0.0,,Пост записи участников Блогерских Игрищ МТС http://t.co/eIZQaoVE6X #играемпорусски #spbblog
169,1.0,,"В Ростовской области Интернет стал быстрее в 10 раз. 
&amp;laquo;Мегафон&amp;raquo; включил на объектах связи новейшее техническое оборудование, к"
170,1.0,,. МТС включила 4G в Саратовской области
171,0.0,,@I_need_a_beach @BMTHurricane пойдем на горку Билайн
172,0.0,,"&amp;laquo;Мегафон&amp;raquo; включил на объектах связи новейшее техническое оборудование, которое позволяет значительно увеличить скорость работы"
173,1.0,,"&amp;quot;МегаФон&amp;quot; намерен установить 400 новых маршрутизаторов компании Juniper Networks на базовых станциях в Ростовской области, что по"
174,0.0,,"@janejashka ну, кинь скрин в саппорт Мегафона, они разберутся. А над чуваком поиздейвайся, веселье же."
175,0.0,,инструкция для мтс970 http://t.co/t29Oa8lszb #для
176,1.0,,Трейд-Портал: Акции МТС имеют отличные шансы на возобновление движения цен вверх с текущих уровней http://t.co/46Oq0SUuXf
177,1.0,,"RT @retucargo: Рейтинг стоимости брендов: Apple — лидер, две российские компании — Сбербанк и МТС вошли в топ-100"
178,1.0,,RT @pybewawypymi: Хочешь стать яйцеголовым? Подключись к МТС!!! )))))))
179,0.0,,"@jonny_socker Провайдер, случайно, не Ростелеком?"
180,0.0,,"@megafonru  судя по тому, что твит прошел, видимо работает"
181,0.0,,"""Ростелеком"" подсчитал ущерб от наводнения в Алтайском крае и Республике Алтай"
182,0.0,,«Комстар-ОТС» обеспечит связью деловой центр Ресо в Санкт-Петербурге
183,0.0,,МТС нацелился на половину «Связного»
184,0.0,,"@mbrr_ru
МТС-Банк:
Новые возможности карты «МТС Деньги»
http://t.co/TTgMrRPhQT
#news #новости"
185,0.0,,RT @MegaFonKomiPR: На самом деле победила команда Сергея Сивкова. Лидеры рулят!
186,-1.0,,"#МТС прекрати , что делаешь , где мой интернет ?"
187,0.0,a few labels,Пришел на работу в мегафон в кофте мтс!))
188,-1.0,,Весь @ru_mts в одной картинке. Даде на сайте кривая линковка http://t.co/wseDmJWCsx
189,1.0,,"@chearstime бля, ну почему ты не купила МТСовскую смску, сейчас бесплатно бы чирикали"
190,0.0,,"@SotskovaAnn Сообщите нам, пожалуйста, Вы пробовали переставить SIM карту в другой телефон? Какие-нибудь изменения произошли? #билайн"
191,0.0,,«Билайн» напомнит о дополнительных услугах
192,-1.0,,Окли Окли Окли я лечу к тебе через свою дибильную мегафоновскую скорость
193,0.0,,В рамках форума Дмитрий Аверов рассказал о внедрении информационной системы для Фонда капитального ремонта многоквартирных домов #Ростелеком
194,1.0,,на мтс бесплатно вообще-то
195,-1.0,,Блин как всегда @megafon полный прием 3g интернета ничерта нет
196,-1.0,,@rostelecom_fe Когда личный кабинет для абонентов GPON Приморского края заработает «в полную силу» ?
197,-1.0,,"МТС, ты пьян, иди домой http://t.co/Vbsp5pQzvW"
198,0.0,,«Ростелеком» восстановил доступ к «Газете.Ru в Нижнем Новгороде  #новости http://t.co/hIH1Lk0CsW
199,1.0,,МТС запустил сервис поведенческого анализа водителей http://t.co/Ouv5pb80oI
200,1.0,,МТС запустил сервис поведенческого анализа водителей http://t.co/ntM688XVRh
201,0.0,,@MegaFonUralhelp смс
202,1.0,,Купил 4g интернет от МТС) Летает...!)))
203,0.0,,"""Ростелеком"" восстановил доступ к ""Газете.Ru в Нижнем Новгороде: Доступ к ""Газете.Ru"" в Нижнем Новгороде... http://t.co/5aM9ERywQ1"
204,-1.0,,"Похоже Ростелеком только и умеет, что доступ к неугодным ресурсам закрывать https://t.co/m3ANE7VCg8"
205,-1.0,,"@Beeline_RUS Как на вопрос ""почему не доходят СМС"" мне придурки заявляют ""вам надо поставить антивирус"". Хорошо,что не переустановить ось..."
206,0.0,,http://t.co/BEbCPPEdAI БИЛАЙН kz
207,0.0,,коннект скачать программу http://t.co/qqlNE3klfH мегафон
208,0.0,,СИМКУ МТС КУПИЛА
209,1.0,,"@KonaYuki_U я вот тоже думала билайн брать, спасибо)"
210,-1.0,,"мтс ограничил инет,круто"
211,0.0,,как активировать usb модем билайн http://t.co/z7unAOR9Ia
212,-1.0,a few labels,Мтс и ростелеком просто сговорились и убивают  меня
213,0.0,,"@defythestars, если вопрос не решен, то, пожалуйста, уточните номер МТС, контактный номер. Постараемся помочь. ^ДП #МТС"
214,0.0,,МТС рапортует о росте продаж смартфонов в своих магазнах http://t.co/0aw6oZE4Qt
215,-1.0,,Попросила в МТС наклеить пленку на телефон. Целый атракцион.
216,-1.0,,"Билайн, я все понимаю, но у меня День Рождения ЗАВТРА!"
217,0.0,,Алай приглашает меня на экскурсию в МТС ахахах
218,1.0,,МТС проследит за поведением водителей: http://t.co/yi9jDvnZlQ
219,1.0,,"Кто дошёл-таки до Ростелекома или получил ключ по почте - те молодцы! Респект, товарищи!"
220,,label is None,Все друзья у кого МТС часто на минусе ходят) хз вот брать МТС или нет)
221,1.0,,"@amaranth815 переходи на мегафон с сохранением номера. Там отличный инет, низкие цены и нет смс спама."
222,0.0,,"Скажите мне, безлимитный интернет МТС будет работать в Краснодарском крае?"
223,0.0,,"RT @okophoto: «Билайн» объявил о запуске сети 4G в Орловском регионе

http://t.co/NnxPy64T6u

#Билайн #Орел #Орлец #4G #LTE http://t.co/0FX…"
224,,label is None,https://t.co/hwmOcqhd0V Знакомтсва по украине
225,1.0,,«Билайн» создает удобное web-пространство для корпоративных клиентов
226,-1.0,,"RT @malferov: Трусливый Билайн отказывается признавать факт спама, называя скриншот экрана - подделкой. https://t.co/7Db8X9vgKQ http://t.co…"
227,1.0,,"Ставлю 5 баллов фильму ""Метод Фрейда. 11 серия"" из «Видеопроката» Интерактивного ТВ Ростелеком"
228,-1.0,,"Интернет у МТС в Парке Горького, я бы сказал, не получается. Тупилово в стиле ""E"""
229,-1.0,,Билайн опять из аквариума выполз...НУ ЧТО ЗА ЧЕРЕПАХА ТАКАЯ
230,-1.0,,Муж с каждым годом становмтся наглее
231,0.0,,Пост записи участников Блогерских Игрищ МТС http://t.co/vmsjiTRcGe #играемпорусски #мтс
232,-1.0,,RT @t_felg: А что опять с ебучим билайном???? Мне надо сто звонков сделать перед вылетом. А сети опять нет!Перезагружала. Симку проверяли н…
233,0.0,,RT @pressa71: В сети Tele2 увеличилась доля смартфонов #Тула #Туляк #Туларулит http://t.co/MOpnxXURfO
234,0.0,,2804 мтс обновление прошивки http://t.co/QTYtf1gPiI fast
235,-1.0,,@t_felg мегафон тоже довольно так ебучий.
236,-1.0,,"Вы еще не воспользовались нашей новой услугой, а мы уже сняли с вас деньги. МТС: на шаг впереди!"
237,-1.0,,"ебучий Билайн продолжит ебатьRT @t_felg: Интересно, а вот ебучий Билайн мне возместит траты на все звонки в (cont) http://t.co/S4kqXUqq9N"
238,1.0,,http://t.co/Ha4gU5wpZt «Билайн» создает удобное web-пространство для корпоративных клиентов
239,,label is None,"А я все понять не могу, нужен мне этот МТС или нет. В рез- те планшет все время с вайфаем дружит."
240,1.0,,"RT @Cinematica_KG: Мы этого ждали! В зале Билайн к/т ""Ала-Тоо"" через 4 дня установят новый экран и 3D систему. Новейшая разработка"
241,0.0,,Мобильные телефоны мтс http://t.co/SNdokQu6eC
242,1.0,,Tele2 отменяет плату за общение внутри сети и снижает стоимость звонков на все направления.Tele2 запустила принципиально новую тарифную лин
243,-1.0,,"Я, кстати, по этой же причине и с мтсом до сих пор нихуя не решил. гг"
244,-1.0,,пиздец мтс обрадовал.
245,1.0,,@Beeline_RUS спасибо! Выручили! Все работает
246,-1.0,,"За качество связи на  Жубанова Тархана уже больше полгода жалуюсь, у @_Beeline_kz специалисты на улитках передвигаются?!"
247,1.0,,@iPrizrak по поводу цен на связь в подкасте: плачу 3$ в месяц за 3000 минут/смс и 3Гб EDGE. Выговорить не могу. МТС Украина
248,-1.0,,"наконец-то, тормознутый ростелеком только щас понял, что деньги на счет пришли и можно включать-таки инет в квартире. спасибо!"
249,0.0,,Драйверы для модемов скайлинк http://t.co/GrM91eoEvb
250,0.0,,"RT @levashove: Друзья,  проголосуйте за меня? Хочу в Анапу http://t.co/WKug1OGHRc #Калининград #Билайн"
251,-1.0,,"RT @alice_horan69: МТС,ору с тебя пхахаххахах http://t.co/d2QH0ga5aJ"
252,0.0,,Tele2 переходит на новую макрорегиональную структуру
253,-1.0,,"@whiiite_nigger да еще тут теперь нету света, нет связи мтс, остался только лайф"
254,-1.0,,"RT @smoldorogi: На рекламном щите @ru_mts Нагиев и Дед Мороз в исподнем, походу Новый год без подарков будет. Главное соль на спички обменя…"
255,-1.0,,"@_Beeline_kz Мне звонят с номеров +393496635324 +575385427871 и так далее. Если поднимаешь трубку, списывает баланс."
256,0.0,,инструкции настройки dir-320 nru под билайн http://t.co/J0t4HQ8uUO #инструкции
257,-1.0,,"МТС, гори в аду. Г.О.Р.И.В.А.Д.У."
258,-1.0,,ну мтс не надо так делать((
259,0.0,,для usb модема билайн под андройд http://t.co/fNg3rVe7at прошивка
260,1.0,,Завтра может у меня будет и Домашнее Цифровое ТВ МТС
261,0.0,,мегафон логин2 ms3a инструкция игры http://t.co/Wb4LuaLYgo #логин2 #игры
262,1.0,,"Но я подрубил 8 гб мегафонотрафика, так что ожидайте репортажик с онямефестав Брянске в моём инстаграмчике с тегом #anibryan2014"
263,0.0,,Омский филиал Ростелекома перевел документооборот в электронный вид
264,0.0,,#news МТС и Научный театр «Ноосфера» рассказали об изобретениях Николы Теслы:  МТС совместно с Научны... http://t.co/Duhr3upTaU #bizler
265,0.0,,для телефона мегафон логин http://t.co/SMjeyDUtZf программы
