,label,strang_fact,text
131,0.0,,@M4DON_INFO Комиссия будет начисляться согласно тарифам @sberbank по переводу на другие карты.
132,0.0,,http://t.co/DzAxRR6CPP Доверительный кредит втб 24 на каких условиях взять
133,-1.0,,@max_katz Лайфхак дня: напишите на стене #Сбербанк и через пол часа там выстроиться очередь из 30 пенсионеров
134,0.0,,http://t.co/Bmr7mfAZxc Взять потребительский кредит в газпромбанке
135,-1.0,,"@alfa_bank передал через хостес что занят, но при этом когда к нему сходила операционист с вопросом, он ее принял"
136,0.0,,http://t.co/qBnptDUer0 Взять кредит в россельхозбанке город можга
137,-1.0,,#Новые санкции затрагивают и Газпромбанк  #sledui
138,0.0,,http://t.co/ZMCgjC8fDj Взять кредит в райффайзенбанке в омске
139,-1.0,,"#банкомат компании #Сбербанк съел #деньги и испортил мне вечер и выходные, #падла"
140,0.0,,http://t.co/MITS4iczkU Оформить кредитную карту райфайзенбанкаваль
141,0.0,,http://t.co/M2S4pclR7N Как взять кредит в альфа банке
142,-1.0,a few labels,"ВЭБ, ВТБ, Сбербанк - касса Путина. никогда не доверю им деньги"
143,0.0,,Судебные приставы Ботлихского района совместно с работниками ОАО «Россельхозбанк» провели рейдовые мероприятия по взысканию кредитной задол
144,-1.0,,RT @inbergMck: Россия: Сбербанк повысил процентные ставки по ипотеке http://t.co/1zFbpzQJeV
145,0.0,,http://t.co/dntW38k4SP Сбербанк рф как взять кредит в сумме 150000 руб
146,0.0,,http://t.co/Z8r6vTjpwm Оформить заявку на кредит в газпромбанке в костроме
147,0.0,,http://t.co/SnVMm7H6Ip Оформить кредит в альфа банк
148,0.0,,курс доллара в Орше покупка продажа /  / Банк БелВЭБ 10 270 10 320 / Банк ВТБ (Беларусь) 10 230 10 350 / Банк М.. http://t.co/PpZprbmLS8
149,,label is None,@arseny_pe @ELukyanov @achupahina СБЕР
150,,label is None,http://t.co/t8j9Xe6Ab9 Банк москвы в улан удэ оформить кредит через
151,-1.0,,"@just_NS @alfa_bank Впизду эти карточки, лучше с наличкой двигаться! Возьму на заметку Ярик, мало ли со мной такое случится"
152,0.0,,курс рубля в Витебске покупка продажа /  / Банк БелВЭБ 291 295 / Банк ВТБ (Беларусь) 276 298 / Банк Москва - Ми.. http://t.co/d3SJqrg9qf
153,0.0,,http://t.co/73v4VEzs8e Взять кредит уралсиб банк калининград
154,0.0,,образец договора банковского вклада сбербанк http://t.co/L2juGzW5Ni #банковского #вклада
155,0.0,,С 25 июля по 25 августа 2014 года Новгородский региональный филиал ОАО «Россельхозбанк» проводит месяц продаж… http://t.co/PhpyLNLekj
156,0.0,,RT @sivyrymimad: Сбербанк застрахует имущество на полтриллиона рублей
157,0.0,,В Вологодской области Сбербанк выдал 1400 кредитов «Доверие» для малого бизнеса
158,0.0,,http://t.co/uW2ViyPjK4 minecraft ПОРТАЛ В РАЙФФАЙЗЕН bank
159,1.0,,В 2013 году Сбербанк каждый час выдавал жилищных кредитов на 10 млн рублей.В Северном банке Сбербанка России подведены итоги розничного кре
160,0.0,,"@sberbank здравствуйте, возможно ли отправить денги в Турцию? У вас просто ""western union"" нет. Спасибо заранее."
161,-1.0,,"RT @pbldrila: сбербанк коварные. чем смсочки с днем рождения отправлять, лучше бы высылали деньги"
162,-1.0,,"#iPhone Введение ограничительных мер затронет Внешэкономбанк, Газпромбанк, «Конструкторское бюро приборостроен... http://t.co/hMM8YS3CJV"
163,-1.0,,"@mizotw к сожалению.. но он только шестёрка, нет?как и Греф, кстати.А СБЕР в крыму НЕ БУДЕТ ИМЕТЬ ФИЛИАЛЫ,сейчас его укр-дочка @Iskra_Veter"
164,1.0,,С 1 августа Сбербанк начнет выдавать кредиты на покупку недвижимости&amp;#8230;
165,0.0,,Путевка в кредит от альфа банка
166,0.0,,http://t.co/SKwIpA9HLR Как узнать могу ли я взять кредит в альфа банке
167,1.0,,"«Газпром» пользуется услугами Газпромбанка, несмотря на санкции США"
168,0.0,,образец претензии в сбербанк россии о снятие ареста http://t.co/5N9CTA2soo #снятие
169,0.0,,http://t.co/OlmZbYI6ix Как взять кредит сбербанк волгоград
170,0.0,,http://t.co/6X2zoqpomZ Оформить кредитную карту в альфа банке
171,0.0,,http://t.co/ZbAhZSlt0i Сбербанк получить кредит военная пенсия
172,0.0,,бланк на госпошлину загранпаспорта в сбербанк http://t.co/xYbDjVno8y #в #бланк
173,0.0,,"@tvrain @olgabychkova Украина хочет разместить для финансирования АТО ""военные"" облигации через Сбербанк России http://t.co/o1HerHrblL"
174,0.0,,"@holmogorov Украина хочет разместить для финансирования АТО ""военные"" облигации через Сбербанк России http://t.co/o1HerHrblL"
175,0.0,,доверенность сбербанк бланк http://t.co/tufQFtkH4Y
176,,label is None,http://t.co/mxZjq05mL0 Взять потребительский кредит в банк москвы
177,0.0,,http://t.co/ZlRkVkIeOY Сбербанк как получить кредит пенсионеру
178,1.0,,http://t.co/sQyAUcCXCN Новости экономики: Сбербанк поможет в строительстве Керченского моста
179,0.0,,Туры кредит альфа банк
180,-1.0,,Сбербанк всегда со своими клиентами. Вы работаете - Сбербанк тоже работает. Вы вышли с работы - Сбербанк уже закрылся.
181,0.0,,Вчера что-то про сбербанк говорил? Я повторюсь...
182,0.0,,бланк доверенности на получение карт пин-конвертов альфа банк http://t.co/5mywGEMqmN #доверенности #карт
183,0.0,,http://t.co/14sv15Iyeg Оформить кредитную карту в россельхозбанке онлайн
184,1.0,,"RT @vihahezamyku: Пресс-релиз банка: Газпромбанк предоставил ОАО «Алтайэнергосбыт» овердрафтный кредит в размере 1,3 млрд рублей"
185,0.0,,Почему Сбербанк России активно кредитует модернизацию украинского ВПК | Stockinfocus.ru http://t.co/GVUeBIuxdL
186,0.0,,http://t.co/Z1NIVEE49m Сложно ли взять кредит в альфа банке
187,1.0,,http://t.co/BljIurDdIT Новости экономики: Сбербанк поможет в строительстве Керченского моста
188,1.0,,С 1 августа Сбербанк начнет выдавать кредиты на покупку недвижимости в Хорватии
189,-1.0,,RT @LovezMe_S: И все-таки #сбербанк это #ад
190,0.0,,банк втб 24 выдача автокредитов
191,0.0,,http://t.co/6MTxZAZW2J Получить кредит в сбер банке
192,0.0,,образец заявления-анкеты для открытия пластиковой карты в райффайзенбанке http://t.co/IVHF2vVskg #заявления-анкеты #открытия
193,0.0,,http://t.co/cPSsFh99Ou Как взять кредит в банке сбербанк приозерск
194,-1.0,,"Снял деньги с карты Сбера, думал, сейчас начислят кучу бонусных ""Спасибо"". Оказалось - фиг. Придется положить обратно. Сбер не обхитришь. :)"
195,0.0,,При поддержке Россельхозбанка в Оренбуржье создается новая линия по переработке... #mol http://t.co/s92iqBUZZV
196,0.0,,http://t.co/dBGb07M0Uu Сбербанк взять кредит и его проценты
197,1.0,,http://t.co/QtSqdSe62S Новости экономики: Сбербанк поможет в строительстве Керченского моста
198,0.0,,руководство воронежского филиала газпромбанка http://t.co/AAVCjNfJNS #руководство
199,0.0,,телефонный справочник сбербанк 8623 http://t.co/XfNZM2aUKp #сбербанк
200,1.0,,ВТБ разместил еврооблигации на 350 млн швейцарских франков Банк ВТБ через зарегистрированную в Люксембурге дочернюю компанию VTB
201,-1.0,,А у кого-нибудь еще #sberbank-online не работает? Или это только у меня такая #проблема? Не дает оплатить ВООБЩЕ НИЧЕГО. Пишет: ОШИБКА.
202,0.0,,Около 5 тысяч кировчан обслуживаются в формате Сбербанк Премьер
203,0.0,,оао сбербанк россии россии руководство контакты http://t.co/fp5uC9xHrP #россии #контакты
204,0.0,,пегас туры в кредит альфа банк
205,0.0,,Взять кредит сбербанк http://t.co/S9qeFDhzvO
206,0.0,,банк клиент сбербанк скачать http://t.co/tpliLxZwZG
207,1.0,,Сбербанк запускает новый ипотечный продукт для участников накопительно-ипотечной системы обеспечения жильем военнослужащих.   Сбербанк запу
208,0.0,,Приставы помогают Россельхозбанку взыскивать кредиты у должников Ботлихского района.Судебные приставы Ботлихского района совместно с работн
209,0.0,,Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России.По результатам проведенного исследования журнал Glo
210,-1.0,,"@alfa_bank информатор разбудил утром, чтобы рассказать о долге в 300р, а специалист центра задолженностей оказался хамом. #Доброеутро :("
211,0.0,,http://t.co/lCM2PZtQf1 Сбербанк онлайн оформить заявку на кредит наличными
212,0.0,,Интернет-агентство «ДАЛЕЕ завершило перезапуск сайта Сбербанк Первый
213,0.0,,http://t.co/n1fV9LbGWR Получить кредит райффайзенбанке
214,0.0,,http://t.co/GZyNK3RANx Хочу взять кредит в втб 24 какие условия
215,,label is None,http://t.co/gPZWjnbs3X Кемерово взять кредит банк москвы
216,0.0,,Пздц я лох вчера карту потерял сбербанк сегодня сотку
217,0.0,,RT @msmaznuxin: Правила Получения Кредита Сбербанк Г Ульяновск http://t.co/H61VnsLBSf
218,0.0,,Дальневосточный Сбербанк предлагает приобрести подарочные монеты ко Дню Военно-морского флота
219,1.0,,Россельхозбанк выпустил платежную карту в поддержку амурских тигров
220,0.0,,http://t.co/mC4ckML23I Взять кредит сбербанк 200тыс
221,0.0,,Райффайзен банкоматы москва http://t.co/3Duu3aWKor
222,0.0,,http://t.co/JOvezhVej3 Могу ли взять кредит в райффайзен банк аваль
223,0.0,,http://t.co/8AV3wVIU6p Россельхозбанк оформить кредит онлайн
224,-1.0,,RT @muradik57: @Dadilov84 @sberbank  НАПИШИ на пустой стене слово @sberbank  РОССИИ-как тут же около надписи образуется длинная очередь из …
225,0.0,,В путешествие с кредитной картой Райффайзенбанка
226,-1.0,,"@smartex_ многа ДМ) спойлер - сбербанк говно,но мисшн комплитд"
227,0.0,,http://t.co/ma2sbbwqwT Как получить кредит в россельхозбанке фермеру
228,-1.0,,"Третий день в разное время (иногда весьма позднее )сотрудники Альфа банка пытают, знаю ли я Орехову Веру Павловну.Не знаю и позвать не могу!"
229,,label is None,"Не посвященная шри ланка является рожденной мамой, следом красный сбербанк не подобрал. #секс http://t.co/VK0WFS11hj"
230,-1.0,a few labels,"@Irina_Ser У меня такая история с #alfabank длилась 3 месяца, и длилась бы еще, если бы про нее не написала газета ""Ведомости""."
231,0.0,,RT @gygisahidit: Дальневосточный Сбербанк предлагает приобрести подарочные монеты ко Дню Военно-морского флота
232,0.0,,https://t.co/U2a9n2A9cF Альфа банк как взять кредит
233,0.0,,"@EliasZotov Помогите мне,нужно дорогое лечение в Москве.номер карты сбербанк 639002629019890903 действие карты до 07.17"
234,1.0,,Всё больше кировчан пользуются мобильным приложением Сбербанк Онл йн
235,-1.0,,"""Если вы платите с карточки, то скидка будет не 8, а 5%, потому что Сбербанк берет комиссию"". Эра кэша никогда не уйдет."
236,0.0,,RT @auffpsrsdzbb: Сбербанк на телефон http://t.co/sksac0KSa3
237,0.0,,@sberbank а если две карты?
238,-1.0,,"“@taviscaron:У банкомата @alfa_bank в Отрадном до сих пор, уже больше года, не могут исправить проблему с выдачей налички. Пиздец.”@maksdar"
239,1.0,,"""Сбербанк Онлайн"" признан лучшим интернет-банком в России. Более того, Сбербанк выиграл в трех номинациях в рейтинге лучших банков в Центра"
240,1.0,,"Рок-тусэ с Альфа банком! #picstitch @ Турбаза ""Лесная "" http://t.co/iPTvfk7JLM"
241,1.0,,Инновационные продукты для бизнеса представил Сбербанк на IT-Форуме в Вологде
242,0.0,,образец анкеты кандидата на работу в сбербанк http://t.co/VDH4oqcwu7 #работу #анкеты
243,-1.0,,"RT @SonyaLeikina: многоуважаемый @sberbank с традиционно ""устойчивой"" связью поставил в неловкое положение в ресторане... http://t.co/faotA…"
244,0.0,,http://t.co/zrGxIz3Dqv Ка получить потребительский кредит в альфа банке
245,0.0,,http://t.co/azg4BqtUTU Можно ли взять кредит в банке сбербанк россии
246,0.0,,"""@BelieveInStucky: Щас мамой пойдем в альфа банк. АЛЬФА банк. Моя жизнь изменилась."" Ахахахахваа"
247,0.0,,http://t.co/LY9RHGROxj Банк втб киров взять кредитную карту через онлайн
248,1.0,,"К тому же, Сбер дал мне кредит в 19 лет, когда все остальные банки побоялись)))"
249,-1.0,,"@sberbank Когда же глава Сбербанка России  и его администрация начнут думать головой.
 http://t.co/VZ2xQJPIKw"
250,0.0,,http://t.co/PZStG7fnAJ Альфа банк взять второй кредит по зарплатной карте
251,0.0,,пошаговая инструкция сбербанк получение логина и пароля http://t.co/YujTrHkzkH #сбербанк #логина
252,0.0,,"RT @sberbank: Скидываетесь на подарок?  Отправьте SMS на номер 900: ПЕРЕВОД 9ХХХХХХХХХ 500 (то есть телефон того, кто собирает деньги и сум…"
253,0.0,,15 ноября ОАО &amp;laquo;Россельхозбанк&amp;raquo; провел в Краснодаре &amp;laquo;Открытый диалог&amp;raquo; &amp;mdash; региональное совещание по проблемам и
254,0.0,,http://t.co/VubcgdsrML Как получить кредит через сбербанк онлайн
255,0.0,a few labels,"Фактически это означает, что Сбербанк России (MOEX: SBER), ВТБ (MOEX: VTBR) и Россельхозбанк (MOEX: RSHB) могут лиш.. http://t.co/rADTRURDPF"
256,0.0,,http://t.co/dfXB1bOQYI Как оформить кредитную карту альфа банка
257,1.0,,"Кроме того, Сбербанк победил еще в трех номинациях..."
258,1.0,,"По состоянию на 10 часов утра 24 июня рейтинг банков Бурятии, за которые голосуют посетители сайта «Байкал Финанс», возглавил Сбербанк Росс"
259,0.0,,http://t.co/qxEPbE9PE0 Спб взять кредит альфа банк
260,0.0,,"1. поймите, что Сбер этот только в виду российский."
261,1.0,,"Да, мобильники здесь должны завоевывать рынок. И Сбер очень продвинулся на этой стезе."
262,1.0,,С 25 июля по 25 августа 2014 года во всех отделениях Россельхозбанка на территории Республики Марий Эл пройдет «Месяц продаж ипотечных кред
263,0.0,,Потребительский кредит в Сбербанк Ульяновск http://t.co/tO3lPISNuc
264,-1.0,,«Райффайзен Банк Аваль» закрывает крымские филиалы
265,0.0,,http://t.co/Zdss6bae4J Взять кредит в филиал тульский оао альфа банк
266,0.0,,http://t.co/23LLd50MYa Оформить кредит в россельхозбанке
267,0.0,,образец заполнения заявления о спорной операции по карте сбербанк http://t.co/BXMRRTyeSR #сбербанк #о
268,0.0,,http://t.co/u5hJvFLoHN Оформить кредит в альфа банке мурманск
269,0.0,,"Ну, а кому принадлежит Сбер и кто его контролирует, рассказывать не надо, а уж получить 2О миллионов долларов кредита"
270,1.0,,"Правлением ОАО «Россельхозбанк» утверждена Программа развития региональной сети Банка до 2020 года, сообщили РИА «Дагестан» в пресс-службе"
271,1.0,,Россельхозбанк утвердил Программу развития региональной сети до 2020 года
272,1.0,,В сентябре текущего года клиенты Северного банка Сбербанка России совершили через Сбербанк Онлайн более 35 тысяч платежей за услуги ЖКХ. Об
273,0.0,,http://t.co/8XzU0eBmQq Хочу взять кредит банк уралсиб
274,0.0,,http://t.co/mnqG5bglUF Взять кредит в альфа банке сейчас
275,,label is None,"В мае 2013 года в Москве появятся первые 100 пунктов проката велосипедов.Банк Москвы приобретает около одной тысячи велосипедов, которые в"
